species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intrapopulation variation in the body size at metamorphosis and timing of metamorphosis in the bullfrogAuthor(s)Collins, James P.Pages738-749YearMonday, January 1, 1979 - 12:00Issue4Volume60",,,See paper for weight to developmental stage relationship (Gosner stages 27-40),Not Reported,Tadpole,120,"Crane Pond, E.S. George Reserve, Livingston County [lat., 42.5N]",Exposure Factor Datasets,,,5,Body Weight - Mean,g,,,,,Intrapopulation variation in the body size at metamorphosis and timing of metamorphosis in the bullfrog,"Collins, James P.Pages738-749",4,60,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,1,1,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intrapopulation variation in the body size at metamorphosis and timing of metamorphosis in the bullfrogAuthor(s)Collins, James P.Pages738-749YearMonday, January 1, 1979 - 12:00Issue4Volume60",,,"Referred to as ""age at transformation""; range of snout-vent length at transformation = 35-57 mm",Not Reported,Tadpole,1051,"Crane Pond, E.S. George Reserve, Livingston County [lat., 42.5N]",Exposure Factor Datasets,,,5,"Age at Fledging, Metamorphosis, Weaning",mo,,,,,Intrapopulation variation in the body size at metamorphosis and timing of metamorphosis in the bullfrog,"Collins, James P.Pages738-749",4,60,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,2,2,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intrapopulation variation in the body size at metamorphosis and timing of metamorphosis in the bullfrogAuthor(s)Collins, James P.Pages738-749YearMonday, January 1, 1979 - 12:00Issue4Volume60",,July - Sept.,,Not Reported,Tadpole,Not Reported,"Crane Pond, E.S. George Reserve, Livingston County [lat., 42.5N]",Exposure Factor Datasets,,,5,Time of Fledging or Metamorphosis,,,,,,Intrapopulation variation in the body size at metamorphosis and timing of metamorphosis in the bullfrog,"Collins, James P.Pages738-749",4,60,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Sexual dimorphism in bullfrogsAuthor(s)Howard, Richard  D.Pages303-310YearThursday, January 1, 1981 - 12:00Issue2Volume62",,,Non-breeding season survival; measured as # that returned to breed/# known to be alive at end of previous breeding season,Both Male and Female,Adult,25 - 54,"Crane Pond, E.S. George Reserve",Exposure Factor Datasets,,,5,Survival/ Mortality,%,,,,,Sexual dimorphism in bullfrogs,"Howard, Richard D.Pages303-310",2,62,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Aerial activity oxygen consumption during metamorphosis of the bullfrog, Rana catesbeianaAuthor(s)Hillman, Stanley S. and Malcom S. LeaPages407-410YearSaturday, January 1, 1983 - 12:00Issue2Volume1983",,see citation,figures of aerial activity oxygen consumption and body weights at different developmental stages,Not Reported,Tadpole,59,,Exposure Factor Datasets,,,5,Metabolic Rate,,,,,Laboratory,"Aerial activity oxygen consumption during metamorphosis of the bullfrog, Rana catesbeiana","Hillman, Stanley S., Malcom S. LeaPages407-410",2,1983,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central OntarioAuthor(s)Shirose, L.J., R.J. Brooks, J.R. Barta and S.S. DesserPages2363-2369YearFriday, January 1, 1993 - 12:00Issue12Volume71",,0.1056,,Both Male and Female,,34,"Algonquin Provincal Park, Ontario [lat., 45^o35'N; long., 78^o30'W]",Exposure Factor Datasets,,CANADA,5,Growth Rate,mm/d,,0.01427 SE,1 yr,,"Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central Ontario","Shirose, L.J., R.J. Brooks, J.R. Barta, S.S. DesserPages2363-2369",12,71,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,1,1,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central OntarioAuthor(s)Shirose, L.J., R.J. Brooks, J.R. Barta and S.S. DesserPages2363-2369YearFriday, January 1, 1993 - 12:00Issue12Volume71",,0.1322,,Female,,44,"Algonquin Provincal Park, Ontario [lat., 45^o35'N; long., 78^o30'W]",Exposure Factor Datasets,,CANADA,5,Growth Rate,mm/d,,0.1109 SE,2 yr,,"Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central Ontario","Shirose, L.J., R.J. Brooks, J.R. Barta, S.S. DesserPages2363-2369",12,71,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,2,2,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central OntarioAuthor(s)Shirose, L.J., R.J. Brooks, J.R. Barta and S.S. DesserPages2363-2369YearFriday, January 1, 1993 - 12:00Issue12Volume71",,0.1353,,Male,,46,"Algonquin Provincal Park, Ontario [lat., 45^o35'N; long., 78^o30'W]",Exposure Factor Datasets,,CANADA,5,Growth Rate,mm/d,,0.01079 SE,2 yr,,"Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central Ontario","Shirose, L.J., R.J. Brooks, J.R. Barta, S.S. DesserPages2363-2369",12,71,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,3,3,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central OntarioAuthor(s)Shirose, L.J., R.J. Brooks, J.R. Barta and S.S. DesserPages2363-2369YearFriday, January 1, 1993 - 12:00Issue12Volume71",,0.093,,Female,,14,"Algonquin Provincal Park, Ontario [lat., 45^o35'N; long., 78^o30'W]",Exposure Factor Datasets,,CANADA,5,Growth Rate,mm/d,,0.02287 SE,3 yr,,"Intersexual differences in growth, mortality, and size at maturity in bullfrogs in central Ontario","Shirose, L.J., R.J. Brooks, J.R. Barta, S.S. DesserPages2363-2369",12,71,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Relation of body size and surface area to gas exchange in anuransAuthor(s)Hutchinson, Victor H., W.G. Whitford and M. KohlPages65-85YearMonday, January 1, 1968 - 12:00Volume41",,27.74,Cutaneous oxygen uptake at 15C,Not Reported,Not Reported,4,,Exposure Factor Datasets,,,5,Metabolic Rate,ul O2/g/hr,,,,Laboratory,Relation of body size and surface area to gas exchange in anurans,"Hutchinson, Victor H., W.G. Whitford, M. KohlPages65-85",,41,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Overwintering behavior of adult bullfrogs, Rana catesbeiana, in northeastern OhioAuthor(s)Stinner, John, Nicholas Zarlinga and Scott OrcuttPages8-13YearSaturday, January 1, 1994 - 12:00Issue1Volume94",,Oct. - April,,Not Reported,Adult,6,"Seiberling Naturealm, Summit County",Exposure Factor Datasets,,,5,Time of Torpor or Hibernation,,,,,,"Overwintering behavior of adult bullfrogs, Rana catesbeiana, in northeastern Ohio","Stinner, John, Nicholas Zarlinga, Scott OrcuttPages8-13",1,94,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:The bullfrog, Rana catesbeiana Shaw, in the lower Colorado River, Arizona-CaliforniaAuthor(s)Clarkson, Robert W. and James C. deVos, Jr.Pages42-49YearWednesday, January 1, 1986 - 12:00Volume20",,Aug. - Oct. or Mar. - Apr. of following yr.,time to metamorphosis for second clutch,Not Reported,Tadpole,Not Reported,lower Colorado River between Laguna and Morelos Dams,Exposure Factor Datasets,,,5,Time of Fledging or Metamorphosis,,,,,,"The bullfrog, Rana catesbeiana Shaw, in the lower Colorado River, Arizona-California","Clarkson, Robert W., James C. deVos, Jr.Pages42-49",,20,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,1,1,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:The bullfrog, Rana catesbeiana Shaw, in the lower Colorado River, Arizona-CaliforniaAuthor(s)Clarkson, Robert W. and James C. deVos, Jr.Pages42-49YearWednesday, January 1, 1986 - 12:00Volume20",,,,Not Reported,Adult,Not Reported,lower Colorado River between Laguna and Morelos Dams,Exposure Factor Datasets,,,5,Age at Sexual Maturity,yr,,,,,"The bullfrog, Rana catesbeiana Shaw, in the lower Colorado River, Arizona-California","Clarkson, Robert W., James C. deVos, Jr.Pages42-49",,20,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,2,2,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:The bullfrog, Rana catesbeiana Shaw, in the lower Colorado River, Arizona-CaliforniaAuthor(s)Clarkson, Robert W. and James C. deVos, Jr.Pages42-49YearWednesday, January 1, 1986 - 12:00Volume20",,9.1,mean density measured on both banks of river,Not Reported,Adult,3 visual counts,lower Colorado River between Laguna and Morelos Dams,Exposure Factor Datasets,,,5,Population Density,#/linear river km,,,,,"The bullfrog, Rana catesbeiana Shaw, in the lower Colorado River, Arizona-California","Clarkson, Robert W., James C. deVos, Jr.Pages42-49",,20,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Postmetamorphic growth in anuransAuthor(s)Turner, F.B.Pages327-338YearFriday, January 1, 1960 - 12:00Volume64",,review,see citation for review of growth rates based on size estimates,Both Male and Female,"Adult, Tadpole",Not Reported,,Exposure Factor Datasets,,,5,Growth Rate,,,,,,Postmetamorphic growth in anurans,"Turner, F.B.Pages327-338",,64,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Growth responses of the bullfrog, Rana catesbeiana, fed various live foodsAuthor(s)Modzelewski, Edward H., Jr,  and Dudley D. Culley, Jr.Pages396-405YearTuesday, January 1, 1974 - 12:00Issue4Volume30",,7.1,"mean % body weight consumed per day, body weight mean = 17.5 g",Not Reported,Juvenile,25,,Exposure Factor Datasets,,,5,Food Ingestion Rate,%,,,1 mo post-transformation,Laboratory,"Growth responses of the bullfrog, Rana catesbeiana, fed various live foods","Modzelewski, Edward H., Jr,, Dudley D. Culley, Jr.Pages396-405",4,30,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:The reproductive behavior of the bullfrog (Rana catesbeiana)Author(s)Ryan, Michael J.Pages108-114YearTuesday, January 1, 1980 - 12:00Volume1980",,4.1,Mean distance between territorial males,Male,Adult,31,"Basking Pond, Great Swamp National Wildlife Refuge, Morris County",Exposure Factor Datasets,,,5,Territory Size,m,,,,,The reproductive behavior of the bullfrog (Rana catesbeiana),"Ryan, Michael J.Pages108-114",,1980,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,1,1,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:The reproductive behavior of the bullfrog (Rana catesbeiana)Author(s)Ryan, Michael J.Pages108-114YearTuesday, January 1, 1980 - 12:00Volume1980",,"7,360",Number of eggs in a 10x10cm area used to estimate eggs per mass,Female,Adult,36,"Basking Pond, Great Swamp National Wildlife Refuge, Morris County",Exposure Factor Datasets,,,5,Clutch or Litter Size,#/egg mass,,741.7 SE,,,The reproductive behavior of the bullfrog (Rana catesbeiana),"Ryan, Michael J.Pages108-114",,1980,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,2,2,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:The reproductive behavior of the bullfrog (Rana catesbeiana)Author(s)Ryan, Michael J.Pages108-114YearTuesday, January 1, 1980 - 12:00Volume1980",,Apr - June,,Female,Adult,36,"Basking Pond, Great Swamp National Wildlife Refuge, Morris County",Exposure Factor Datasets,,,5,Time of Mating/ Laying,,,,,,The reproductive behavior of the bullfrog (Rana catesbeiana),"Ryan, Michael J.Pages108-114",,1980,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Do frogs drink?Author(s)Bentley, P.J. and T. YorioPages41-46YearMonday, January 1, 1979 - 12:00Volume79",,0.18,"""drinking"" measured as 125I-iothalamate uptake in gut after 2 hrs",Not Reported,Tadpole,8,,Exposure Factor Datasets,,,5,Water Ingestion Rate,ml/100 g/hr,,0.02 SE,,Laboratory,Do frogs drink?,"Bentley, P.J., T. YorioPages41-46",,79,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Relationships among cutaneous surface area, cutaneous mass, and body mass in frogs: A reappraisalAuthor(s)Talbot, Colleen R. and Martin E. FederPages1135-1147YearWednesday, January 1, 1992 - 12:00Issue6Volume65",,Log SA = 0.923 + (0.711Log BW),SA = Total Surface Area in cm2; BW = body weight in grams wet weight; Log base 10; surface area estimated from removed skin of frogs ranging from 40 - 442 g,Not Reported,Adult,16,,Exposure Factor Datasets,,,5,Surface Area,cm2,,,,Laboratory,"Relationships among cutaneous surface area, cutaneous mass, and body mass in frogs: A reappraisal","Talbot, Colleen R., Martin E. FederPages1135-1147",6,65,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Microhabitat and prey size among three species of Rana (Anura: Ranidae) sympatric in eastern CanadaAuthor(s)McAlpine, Donald F. and Timothy G. DilworthPages2244-2252YearSunday, January 1, 1989 - 12:00Volume67",,142.8,,Not Reported,Adult,39,"York County, New Brunswick [lat., 45^o47'; long., 66^o37']",Exposure Factor Datasets,,CANADA,5,Body Weight - Mean,g,,77.4 SD,,,Microhabitat and prey size among three species of Rana (Anura: Ranidae) sympatric in eastern Canada,"McAlpine, Donald F., Timothy G. DilworthPages2244-2252",,67,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Feeding behavior of the bullfrog, Rana catesbeiana, in north central TexasAuthor(s)Carpenter, H. L. and Morrison, E. O.Pages188-193YearMonday, January 1, 1973 - 12:00Volume44",,"Insecta (92.0%), Crustacea (13.7%), Arachnida (13.7%), Diploda (5.6%), Chilopoda (1.6%), Gastropoda (4.0%), Reptilia (3.2%), Amphibia (9.6%), Aves (1.6%), Osteichthyes (4.0%)",Percent occurrence in stomach contents from frogs collected during day and night,Not Reported,Not Reported,124,ponds in north central TX,Exposure Factor Datasets,,,5,Dietary Composition,,,,,,"Feeding behavior of the bullfrog, Rana catesbeiana, in north central Texas","Carpenter, H. L., Morrison, E. O.Pages188-193",,44,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Home range and movements of the bullfrog, Rana catesbeiana (Shaw), in an Ontario pondAuthor(s)Currie, William and Edward D. BellisPages688-692YearWednesday, January 1, 1969 - 12:00Volume1969",,,,Both Male and Female,Adult,131,"pond at Go Home Bay, Ontario [lat.,45N; long., 79^o59'W]",Exposure Factor Datasets,,CANADA,5,Population Density,#/1000 ft2,,,,,"Home range and movements of the bullfrog, Rana catesbeiana (Shaw), in an Ontario pond","Currie, William, Edward D. BellisPages688-692",,1969,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:A comparison of spring food habits of the bullfrog, Rana catesbeiana, in three habitats of central ArkansasAuthor(s)McKamie, J.A. and G.A. HeidtPages107-111YearTuesday, January 1, 1974 - 12:00Issue1Volume19",,,range of mean body weights,Not Reported,Not Reported,29 - 62,"streams, ponds, strip pits in Pulaski, Loanoke and Saline counties",Exposure Factor Datasets,,,5,Body Weight - Mean,g,,,,,"A comparison of spring food habits of the bullfrog, Rana catesbeiana, in three habitats of central Arkansas","McKamie, J.A., G.A. HeidtPages107-111",1,19,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Bullfrog (Rana catesbeiana) invasion of a California river: the role of larval competitionAuthor(s)Kupferberg, Sarah J.Pages1736-1751YearWednesday, January 1, 1997 - 12:00Volume78",,July,laying,Female,Adult,Not Reported,"Angelo Coast Range Reserve [lat., 39^o44'N; long., 123^o39'W]",Exposure Factor Datasets,Mendocino,,5,Time of Mating/ Laying,,,,,,Bullfrog (Rana catesbeiana) invasion of a California river: the role of larval competition,"Kupferberg, Sarah J.Pages1736-1751",,78,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Survival rate, population density and development of a naturally occurring anuran larvae  (Rana catesbeiana)Author(s)Cecil, Stephen G. and John J. JustPages447-453YearMonday, January 1, 1979 - 12:00Volume1979",,,,Not Reported,Tadpole,"3 sampling periods, 20,000 animals","Coldstream Pond and Fred Pond, northeast of Lexington, [38o06'23""N, 84o30'08""W]",Exposure Factor Datasets,,,5,Population Density,#/m2,,,,,"Survival rate, population density and development of a naturally occurring anuran larvae  (Rana catesbeiana)","Cecil, Stephen G., John J. JustPages447-453",,1979,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=3,0,0,,"Author(s)Berrill, Michael, Susan Bertram, Lise McGillivray, Mark Kolohon and Bruce Pauli",1994,"Citation:Bullfrog food and growth at the San Joaquin Experimental Range, CaliforniaAuthor(s)Cohen, Nathan W. and Walter E. HowardPages223-225YearWednesday, January 1, 1958 - 12:00Volume1958",,"Coleoptera (43.6%), Notonectidae (10.3%), Diptera (6.6%), Hymenoptera (6.3%), Locustidae (6.0%), Ephemeroptera (4.3%), Gryllidae (4.3%), Protura (3.3%), Chironomidae (2.6%), Culicidae (2.0%), Lepidoptera (1.3%), Odonata (0.3%), Gerridae (0.3%), Mantidae (0.3%), Sepsidae (0.3%), Unidentified parts (21.3%), Decomposed tissue (18.0%), Spiders (16.0%), Rocks, grass, leaves (22.0%), Chitinous material (10%), Snails, Planorbid (9.0%), Frogs (5.6%),  Snails, Physid (4.7%), Small fish (4.3%), Unknown vertebrates (2.3%), Tadpoles (1.3%), Salamander (1.0%), Feathers (1.0%), Worms (0.6%), Egg sack (0.3%), Rabbit pellet (0.3%), Peromyscus (0.3%)","% of stomachs in which food item was present at least once, frog weight range 10 - 200 g",Not Reported,Not Reported,300,"San Joaquin Experimental Range, O'Neals",Exposure Factor Datasets,,,5,Dietary Composition,,,,,,"Bullfrog food and growth at the San Joaquin Experimental Range, California","Cohen, Nathan W., Walter E. HowardPages223-225",,1958,,
